"JOURNAL","YEAR","VOLUME","ISSUE","TITLE","NAME","INST","COUNTRY"
"AMNAT",2006,NA,NA,"SE","Sonia  Sultan"," Wesleyan University","USA"
"EVOL",2004,58,NA,"SE","Merrill A Peterson"," Western Washington University","USA"
"EVOL",2005,59,NA,"SE","Merrill A Peterson"," Western Washington University","USA"
"EVOL",2006,60,NA,"SE","Merrill A Peterson"," Western Washington University","USA"
"AMNAT",2006,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2007,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2008,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2009,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2009,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2010,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2010,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2011,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2011,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2012,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2012,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2013,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2013,NA,NA,"SE","Andrew  Solow"," Woods Hole Oceanographic Institute","USA"
"AMNAT",2014,NA,NA,"SE","Michael G Neubert"," Woods Hole Oceanographic Institute","USA"
"EVOL",2010,64,NA,"SE","Antonia  Monteiro"," Yale University","USA"
"EVOL",2011,65,NA,"SE","Antonia  Monteiro"," Yale University","USA"
"EVOL",1999,53,NA,"SE","Margaret A Riley"," Yale University","USA"
"EVOL",2000,54,NA,"SE","Margaret A Riley"," Yale University","USA"
"EVOL",2001,55,NA,"SE","Margaret A Riley"," Yale University","USA"
"EVOL",2009,63,NA,"SE","Paul  Turner"," Yale University","USA"
"EVOL",2010,64,NA,"SE","Paul  Turner"," Yale University","USA"
"EVOL",2011,65,NA,"SE","Paul  Turner"," Yale University","USA"
"EVOL",1994,48,NA,"SE","Gunter P Wagner"," Yale University","USA"
"EVOL",1995,49,NA,"SE","Gunter P Wagner"," Yale University","USA"
"EVOL",1996,50,NA,"SE","Gunter P Wagner"," Yale University","USA"
"EVOL",2002,56,NA,"SE","Anne D Yoder"," Yale University","USA"
"EVOL",2003,57,NA,"SE","Anne D Yoder"," Yale University","USA"
"EVOL",2004,58,NA,"SE","Anne D Yoder"," Yale University","USA"
"EVOL",2005,59,NA,"SE","Anne D Yoder"," Yale University","USA"
"JBIOG",2006,33,1,"OTHER","Sue  Stokes","?","UK"
"JBIOG",2007,34,1,"None","Sue  Stokes","?","UK"
"JBIOG",2008,35,1,"None","Sue  Stokes","?","UK"
"JBIOG",2009,36,1,"None","Sue  Stokes","?","UK"
"JBIOG",1988,15,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1989,16,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1990,17,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1991,18,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1992,19,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1993,20,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1994,21,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JBIOG",1995,22,1,"SPECIAL","Robert  Whittaker","(Botanical) School Of Geography, University Of Oxford","UK"
"JZOOL",1995,235,1,"EIC","Juliet  Clutton-Brock","(Retired)-Natural History Museum London","England"
"JBIOG",1988,15,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1989,16,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1990,17,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1991,18,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1992,19,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1993,20,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1994,21,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"JBIOG",1995,22,1,"SPECIAL","Brian  Rosen","(Zoological) Department Of Paleontology, British Museum (Natural History)","UK"
"OIKOS",1990,57,1,"Other","Kai  Larsen","Aarhus","Denmark"
"OIKOS",1991,60,1,"Other","Kai  Larsen","Aarhus","Denmark"
"OIKOS",1992,63,1,"Other","Kai  Larsen","Aarhus","Denmark"
"OIKOS",1993,66,1,"Other","Kai  Larsen","Aarhus","Denmark"
"JBIOG",2010,37,1,"AE","Jens-Christian  Svenning","Aarhus University","Denmark"
"JBIOG",2011,38,1,"AE","Jens-Christian  Svenning","Aarhus University","Denmark"
"JBIOG",2012,39,1,"AE","Jens-Christian  Svenning","Aarhus University","Denmark"
"JBIOG",2013,40,1,"AE","Jens-Christian  Svenning","Aarhus University","Denmark"
"JBIOG",2014,41,1,"AE","Jens-Christian  Svenning","Aarhus University","Denmark"
"JBIOG",2013,40,1,"AE","W Daniel Kissling","Aarhus University","Denmark"
"JAPE",2008,45,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2009,46,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2010,47,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2011,48,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2012,49,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2013,50,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"JAPE",2014,51,1,"SE","Morten  Frederiksen","Aarhus University","Denmark"
"FUNECOL",2001,15,1,"SE","Martin G Barker","Aberdeen","Scotland"
"FUNECOL",2002,16,1,"SE","Martin G Barker","Aberdeen","Scotland"
"FUNECOL",2003,17,1,"SE","Martin G Barker","Aberdeen","Scotland"
"FUNECOL",2004,18,1,"SE","Martin G Barker","Aberdeen","Scotland"
"FUNECOL",2005,19,1,"SE","Martin G Barker","Aberdeen","Scotland"
"FUNECOL",2000,14,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2001,15,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2002,16,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2003,17,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2004,18,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2005,19,1,"EIC","David  Robinson","Aberdeen","Scotland"
"FUNECOL",2015,29,1,"SE","David  Lusseau","Aberdeen","Scotland"
"FUNECOL",2007,21,2,"SE","John  Speakman","Aberdeen","Scotland"
"FUNECOL",2008,22,1,"SE","John  Speakman","Aberdeen","Scotland"
"FUNECOL",2009,23,1,"SE","John  Speakman","Aberdeen","Scotland"
"JANE",1997,66,1,"SE","Dave  Raffaelli","Aberdeen","Scotland"
"JANE",1998,67,1,"SE","Dave  Raffaelli","Aberdeen","Scotland"
"JANE",2007,76,1,"SE","Jane  Reid","Aberdeen","Scotland"
"JANE",2008,77,1,"SE","Jane  Reid","Aberdeen","Scotland"
"JANE",2009,78,1,"SE","Jane  Reid","Aberdeen","Scotland"
"JANE",2010,79,1,"SE","Jane  Reid","Aberdeen","Scotland"
"JANE",2006,75,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2007,76,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2008,77,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2009,78,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2010,79,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2011,80,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2012,81,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2013,82,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"JANE",2014,83,1,"SE","Stuart  Piertney","Aberdeen","Scotland"
"OIKOS",2004,104,1,"SE","Tim  Benton","Aberdeen","UK"
"OIKOS",2004,104,1,"SE","Tim  Benton","Aberdeen","UK"
"OIKOS",2005,108,1,"SE","Tim  Benton","Aberdeen","UK"
"OIKOS",2014,NA,1,"SE","Daniel  Mayor","Aberdeen","Scotland"
"OIKOS",2008,117,1,"SE","Martin  Solan","Aberdeenshire","Scotland"
"OIKOS",2009,118,1,"SE","Martin  Solan","Aberdeenshire","Scotland"
"OIKOS",2010,NA,1,"SE","Martin  Solan","Aberdeenshire","Scotland"
"OIKOS",2010,NA,NA,"SE","Justin  Travis","Aberdeenshire","Scotland"
"OIKOS",2011,NA,1,"SE","Justin  Travis","Aberdeenshire","Scotland"
"OIKOS",2011,NA,1,"SE","Martin  Solan","Aberdeenshire","Scotland"
"OIKOS",2012,NA,1,"SE","Justin  Travis","Aberdeenshire","Scotland"
"OIKOS",2013,NA,1,"SE","Justin  Travis","Aberdeenshire","Scotland"
"OIKOS",2014,NA,1,"SE","Justin  Travis","Aberdeenshire","Scotland"
"FUNECOL",1987,1,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1988,2,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1989,3,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1990,4,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1991,5,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1992,6,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1993,7,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1994,8,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1995,9,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1996,10,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1997,11,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1998,12,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"FUNECOL",1999,13,1,"SE","Robin J Wootton","Aberystwyth","Wales"
"JANE",2011,80,1,"SE","Chris  Thomas","Aberystwyth University","Wales"
"JANE",2012,81,1,"SE","Chris  Thomas","Aberystwyth University","Wales"
"JANE",2013,82,1,"SE","Chris  Thomas","Aberystwyth University","Wales"
"MARECOL",1981,2,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1982,3,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1983,4,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1984,5,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1985,6,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1986,7,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1987,8,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1988,9,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1989,10,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1990,11,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1991,12,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1992,13,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1993,14,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1994,15,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1995,16,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1996,17,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1997,18,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1998,19,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",1999,20,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",2000,21,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",2001,22,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"MARECOL",2002,23,1,"SE","A  Zhirmunsky","Academy of Sciences of the USSR","USSR"
"BITR",2014,46,1,"SE","Masresha  Fetene","Addis Ababa University","Ethiopia"
"FUNECOL",2012,26,1,"SE","Jennifer  Watling","Adelaide","Australia"
"FUNECOL",2013,27,1,"SE","Jennifer  Watling","Adelaide","Australia"
"FUNECOL",2014,28,1,"SE","Jennifer  Watling","Adelaide","Australia"
"FUNECOL",2015,29,1,"SE","Jennifer  Watling","Adelaide","Australia"
"JANE",1986,55,1,"SE","R A Kempton","AFRC Unit of Statistics","England"
"JANE",1985,54,1,"SE","R A Kempton","AFRC Unit of Statistics","England"
"AGRONOMY",2014,106,1,"SE","Sylvester O Oikeh","African Agricultural Technology Foundation","Kenya"
"JAPE",2000,37,1,"SE","Nigel D Barlow","AgResearch","New Zealand"
"JAPE",2001,38,1,"AE","Nigel D Barlow","AgResearch","New Zealand"
"JAPE",2002,39,1,"AE","Nigel D Barlow","AgResearch","New Zealand"
"AGRONOMY",2014,106,1,"SE","Michael  Dodd","AgResearch Ltd","New Zealand"
"AGRONOMY",2014,106,1,"SE","Maher M Noaman","Agricultural Research Center","Egypt"
"FEM",1986,14,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1987,18,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1988,23,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1989,27,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1990,30,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1991,40,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1992,47,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1993,56,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1994,63,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1995,71,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1996,80,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1997,90,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1998,100,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",1999,113,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",2000,125,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",2001,140,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",2002,169,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",2003,172,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"FEM",2004,187,1,"SE","Gunnar  Abrahamsen","Agricultural University of Norway","Norway"
"AGRONOMY",2014,106,1,"SE","Nicolas  Tremblay","Agriculture and Agri-Food Canada","Canada"
"AGRONOMY",2014,106,1,"SE","Noura  Ziadi","Agriculture and Agri-Food Canada","Canada"
"LECO",2015,30,1,"SE","F  Herzog","Agroscope","Switzerland"
"FUNECOL",2015,29,1,"SE","Jessamyn S Manson","Alberta","Canada"
"JANE",2006,75,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"JANE",2007,76,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"JANE",2008,77,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"JANE",2009,78,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"JANE",2010,79,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"JANE",2011,80,1,"SE","Joseph  Rasmussen","Alberta","Canada"
"MARECOL",1980,1,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1981,2,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1982,3,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1983,4,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1984,5,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1985,6,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1986,7,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1987,8,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1988,9,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"MARECOL",1989,10,1,"SE","Youssef  Halim","Alexandria Universtiy","Egypt"
"OECOL",1994,97,1,"SE","Karsten  Reise","Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research","Germany"
"OECOL",1995,101,1,"SE","Karsten  Reise","Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research","Germany"
"OECOL",1996,105,1,"SE","Karsten  Reise","Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research","Germany"
"OECOL",1997,109,4,"SE","Karsten  Reise","Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research","Germany"
"FUNECOL",2011,25,1,"SE","Sheila  Patek","Amherst","USA"
"FUNECOL",2012,26,1,"SE","Sheila  Patek","Amherst","USA"
"FUNECOL",2013,27,1,"SE","Sheila  Patek","Amherst","USA"
"FUNECOL",2014,28,1,"SE","Sheila  Patek","Amherst","USA"
"FUNECOL",2015,29,1,"SE","Sheila  Patek","Amherst","USA"
"FUNECOL",2006,20,1,"SE","Marcel GA VanDerHeijden","Amsterdam","Netherlands"
"FUNECOL",2007,21,2,"SE","Marcel GA VanDerHeijden","Amsterdam","Netherlands"
"FUNECOL",2008,22,1,"SE","Marcel GA VanDerHeijden","Amsterdam","Netherlands"
"OIKOS",2004,104,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2004,104,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2005,108,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2006,112,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2007,116,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2008,117,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2009,118,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2010,NA,1,"SE","Andre M DeRoos","Amsterdam","Netherlands"
"OIKOS",2013,NA,1,"SE","Matty P Berg","Amsterdam ","Netherlands"
"OIKOS",2014,NA,1,"SE","Matty P Berg","Amsterdam ","Netherlands"
"AGRONOMY",2014,106,1,"SE","Peter  Kyveryga","Analytics, Iowa Soybean Association","USA"
"JANE",2013,82,1,"SE","Tom  Ings","Anglia Ruskin University","England"
"JANE",2014,83,1,"SE","Tom  Ings","Anglia Ruskin University","England"
"BITR",2014,46,1,"AE","Beth  Kaplin","Antioch University New England","USA"
"FUNECOL",2006,20,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2007,21,2,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2008,22,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2009,23,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2010,24,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2011,25,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2012,26,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2013,27,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2014,28,1,"SE","Raoul van Damme","Antwerp","Belgium"
"FUNECOL",2015,29,1,"SE","Raoul van Damme","Antwerp","Belgium"
"OIKOS",2012,NA,1,"SE","Wendt  Muller","Antwerp","Belgium"
"OIKOS",2013,NA,1,"SE","Wendt  Muller","Antwerp","Belgium"
"OIKOS",2014,NA,1,"SE","Wendt  Muller","Antwerp","Belgium"
"FEM",1985,10,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1986,14,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1987,18,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1988,23,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1989,27,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1990,30,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1991,40,1,"SE","David M Griffin","ANUTECH","Australia"
"FEM",1992,47,1,"SE","David M Griffin","ANUTECH","Australia"
"OECOL",2010,162,1,"SE","Michael  Madritch","Appalachian State University","USA"
"OECOL",2011,165,1,"SE","Michael  Madritch","Appalachian State University","USA"
"OECOL",2012,170,2,"SE","Michael  Madritch","Appalachian State University","USA"
"OECOL",2013,171,1,"SE","Michael  Madritch","Appalachian State University","USA"
"OECOL",2014,174,1,"SE","Michael  Madritch","Appalachian State University","USA"
"AGRONOMY",2014,106,1,"SE","Umakant  Mishra","Argonne National Laboratory","USA"
"FUNECOL",2006,20,1,"SE","Alexander V Badyaev","Arizona","USA"
"FUNECOL",2007,21,2,"SE","Alexander V Badyaev","Arizona","USA"
"FUNECOL",2008,22,1,"SE","Alexander V Badyaev","Arizona","USA"
"FUNECOL",2006,20,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2007,21,2,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2008,22,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2009,23,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2010,24,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2011,25,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2012,26,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2013,27,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2014,28,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2015,29,1,"SE","Kevin J McGraw","Arizona","USA"
"FUNECOL",2010,24,1,"SE","Goggy  Davidowitz","Arizona","USA"
"FUNECOL",2011,25,1,"SE","Goggy  Davidowitz","Arizona","USA"
"FUNECOL",2012,26,1,"SE","Goggy  Davidowitz","Arizona","USA"
"FUNECOL",2013,27,1,"SE","Goggy  Davidowitz","Arizona","USA"
"FUNECOL",2014,28,1,"SE","Goggy  Davidowitz","Arizona","USA"
"FUNECOL",2015,29,1,"SE","Goggy  Davidowitz","Arizona","USA"
"LECO",2010,25,1,"EIC","Jianguo  Wu","Arizona State Univ. Tempe","US"
"LECO",2007,22,1,"SE","J  Briggs","Arizona State Univ.-Tempe","US"
"LECO",2008,23,1,"SE","J  Briggs","Arizona State Univ.-Tempe","US"
"LECO",2009,24,1,"SE","J  Briggs","Arizona State Univ.-Tempe","US"
"LECO",2001,17,1,"SE","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2002,18,1,"SE","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2003,19,1,"SE","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2005,20,1,"EIC","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2006,21,1,"EIC","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2007,22,1,"EIC","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2008,23,1,"EIC","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2009,24,1,"EIC","Jianguo  Wu","Arizona State Univ.-West","US"
"LECO",2010,25,1,"SE","J C Stromberg","Arizona State Univ., Tempe","US"
"LECO",2015,30,1,"EIC","Jianguo  Wu","Arizona State Univ., Tempe","US"
"AMNAT",2001,157,1,"AE","Jim  Elser","Arizona State University","USA"
"AMNAT",2002,159,1,"AE","Jim  Elser","Arizona State University","USA"
"AMNAT",2003,161,1,"AE","Jim  Elser","Arizona State University","USA"
"AMNAT",2011,NA,NA,"SE","Michael  Angilletta","Arizona State University","USA"
"AMNAT",2011,NA,NA,"SE","James  Elser","Arizona State University","USA"
"AMNAT",2012,NA,NA,"SE","Michael  Angilletta","Arizona State University","USA"
"AMNAT",2012,NA,NA,"SE","James  Elser","Arizona State University","USA"
"AMNAT",2013,NA,NA,"SE","Michael  Angilletta","Arizona State University","USA"
"AMNAT",2013,NA,NA,"SE","James  Elser","Arizona State University","USA"
"AMNAT",2014,NA,NA,"SE","James  Elser","Arizona State University","USA"
"EVOL",1996,50,NA,"EIC","Therese A Markow","Arizona State University","USA"
"EVOL",1997,51,NA,"EIC","Therese A Markow","Arizona State University","USA"
"EVOL",1998,52,NA,"EIC","Therese A Markow","Arizona State University","USA"
"EVOL",2012,66,NA,"SE","Michael  Rosenberg","Arizona State University","USA"
"EVOL",2013,67,NA,"SE","Michael  Rosenberg","Arizona State University","USA"
"EVOL",2014,68,NA,"SE","Michael  Rosenberg","Arizona State University","USA"
"JZOOL",2008,NA,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2009,NA,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2010,NA,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2011,NA,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2012,286,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2013,289,1,"SE","John  Lynch","Arizona State University ","USA"
"JZOOL",2014,292,1,"SE","John  Lynch","Arizona State University ","USA"
"OECOL",2000,122,4,"SE","James J Elser","Arizona State University ","USA"
"OECOL",2001,126,4,"SE","James J Elser","Arizona State University ","USA"
"OECOL",2002,130,4,"SE","James J Elser","Arizona State University ","USA"
"LECO",2010,25,1,"SE","S G Fisher","Arizona State University, Tempe","US"
"JANE",1996,65,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",1997,66,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",1998,67,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",1999,68,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2000,69,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2001,70,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2002,71,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2003,72,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2004,73,1,"SE","Peter  Jarman","Armidale","Australia"
"JANE",2005,74,1,"SE","Peter  Jarman","Armidale","Australia"
"JBIOG",1985,12,1,"SE","Peter Shaw Ashton","Arnold Arboretum Of Harvard University","United States"
"JBIOG",1986,13,1,"SE","Peter Shaw Ashton","Arnold Arboretum Of Harvard University","United States"
