JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,UNIT,CITY,STATE,COUNTRY,geo.code,COUNTRY_Prior_Class,geo.code_Prior_Class
JAPE,2007,44,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2008,45,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2009,46,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2010,47,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE, University of Washington,NA,NA,NA,USA,USA,USA,USA
JAPE,2011,48,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2012,49,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2013,50,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2014,51,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2015,52,1,174,Andres,,Punt,Andres Punt,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,1985,22,1,186,Arthur,John,Rutter,Arthur John Rutter,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1986,23,1,186,Arthur,John,Rutter,Arthur John Rutter,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1987,24,1,186,Arthur,John,Rutter,Arthur John Rutter,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1988,25,1,186,Arthur,John,Rutter,Arthur John Rutter,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2007,44,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE, CSIRO,NA,NA,NA,Australia,AUS,Australia,AUS
JAPE,2008,45,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2009,46,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2010,47,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2011,48,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2012,49,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2013,50,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2014,51,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2015,52,1,196,Andy,,Sheppard,Andy Sheppard,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2013,50,1,209,Angela,,Strecker,Angela Strecker,Associate.Editor,SE, Portland State University,NA,NA,NA,USA,USA,USA,USA
JAPE,2014,51,1,209,Angela,,Strecker,Angela Strecker,Associate.Editor,SE, Portland State University,NA,NA,NA,USA,USA,USA,USA
JAPE,2015,52,1,209,Angela,,Strecker,Angela Strecker,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,1996,33,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE, University of East Anglia,School of Biological Sciences,NA,NA,UK,GBR,UK,GBR
JAPE,1997,34,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,225,Andrew,R,Watkinson,Andrew R Watkinson,Editor,AE,,,,,UK,GBR,UK,GBR
JAPE,1985,22,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1986,23,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1987,24,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1988,25,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1989,26,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1990,27,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1991,28,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1992,29,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,NA,NA,Playmouth,NA,UK,GBR,UK,GBR
JAPE,1993,30,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1994,31,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,242,B,L,Bayne,B L Bayne,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2010,47,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE, Iowa State University,NA,NA,NA,USA,USA,USA,USA
JAPE,2011,48,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2012,49,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2013,50,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2014,51,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2015,52,1,376,Brian,,Wilsey,Brian Wilsey,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2008,45,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,NA,NA,Melbourne,NA,Australia,AUS,Australia,AUS
JAPE,2009,46,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2010,47,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE, University of Melbourne,NA,NA,NA,Australia,AUS,Australia,AUS
JAPE,2011,48,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2012,49,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2013,50,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2014,51,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2015,52,1,377,Brenden,,Wintle,Brenden Wintle,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2013,50,1,390,Christina,,Banks-Leite,Christina Banks-Leite,Associate.Editor,SE, Imperial College London,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2014,51,1,390,Christina,,Banks-Leite,Christina Banks-Leite,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,390,Christina,,Banks-Leite,Christina Banks-Leite,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,391,Christopher,,Baraloto,Christopher Baraloto,Associate.Editor,SE, INRA,NA,NA,NA,French Guiana,GUF,French Guiana,GUF
JAPE,2015,52,1,399,Claudia,,Bieber,Claudia Bieber,Associate.Editor,SE, University of Veterinary Medicine,NA,NA,NA,Australia,AUS,Australia,AUS
JAPE,2000,37,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney ,NA,Sydney,NA,Australia,AUS,Australia,AUS
JAPE,2001,38,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2002,39,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2003,40,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2004,41,1,435,Christopher,R,Dickman,Christopher R Dickman,Review.Board,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2005,42,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2006,43,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2007,44,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2008,45,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2009,46,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2010,47,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2011,48,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2012,49,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2013,50,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2014,51,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2015,52,1,435,Christopher,R,Dickman,Christopher R Dickman,Associate.Editor,SE,University of Sydney ,NA,,NA,Australia,AUS,Australia,AUS
JAPE,2009,46,1,437,Christl,,Donnelly,Christl Donnelly,Associate.Editor,SE,NA,NA,London,NA,UK,GBR,UK,GBR
JAPE,2010,47,1,437,Christl,,Donnelly,Christl Donnelly,Associate.Editor,SE, Imperial College London,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2001,38,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut ,NA,Storrs,Connecticut,USA,USA,USA,USA
JAPE,2002,39,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2003,40,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2004,41,1,442,Chris,S,Elphick,Chris S Elphick,Review.Board,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2005,42,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2006,43,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2007,44,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2008,45,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2009,46,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2010,47,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2011,48,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2012,49,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2013,50,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2014,51,1,442,Chris,S,Elphick,Chris S Elphick,Associate.Editor,SE,University of Connecticut ,NA,,NA,USA,USA,USA,USA
JAPE,2006,43,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,NA,NA,Liverpool,NA,UK,GBR,UK,GBR
JAPE,2007,44,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2008,45,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2009,46,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2010,47,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE, University of Liverpool,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2011,48,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2012,49,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2013,50,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2014,51,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,454,Chris,LJ,Frid,Chris LJ Frid,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,1989,26,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1990,27,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1991,28,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1992,29,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,NA,NA,Colchester,NA,UK,GBR,UK,GBR
JAPE,1993,30,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1994,31,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1996,33,1,521,Christopher,,Mason,Christopher Mason,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2007,44,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE,NA,NA,Hobart,NA,Australia,AUS,Australia,AUS
JAPE,2008,45,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2009,46,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2010,47,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE, CSIRO Marine and Atmospheric Research,NA,NA,NA,Australia,AUS,Australia,AUS
JAPE,2011,48,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2012,49,1,593,Chris,,Wilcox,Chris Wilcox,Associate.Editor,SE,,,,,Australia,AUS,Australia,AUS
JAPE,2011,48,1,608,David,,Angeler,David Angeler,Associate.Editor,SE, Swedish University of Agricultural Sciences,NA,Uppsala,NA,Sweden,SWE,Sweden,SWE
JAPE,2012,49,1,608,David,,Angeler,David Angeler,Associate.Editor,SE,,,,,Sweden,SWE,Sweden,SWE
JAPE,2013,50,1,608,David,,Angeler,David Angeler,Associate.Editor,SE,,,,,Sweden,SWE,Sweden,SWE
JAPE,2014,51,1,608,David,,Angeler,David Angeler,Associate.Editor,SE,,,,,Sweden,SWE,Sweden,SWE
JAPE,2015,52,1,608,David,,Angeler,David Angeler,Associate.Editor,SE,,,,,Sweden,SWE,Sweden,SWE
JAPE,1985,22,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1986,23,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1987,24,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1988,25,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1989,26,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1990,27,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1991,28,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1992,29,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,NA,NA,London,NA,UK,GBR,UK,GBR
JAPE,1993,30,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1994,31,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,629,David,E,Bignell,David E Bignell,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,673,Don,,Driscoll,Don Driscoll,Associate.Editor,SE, Austrailan National University,NA,NA,NA,Australia,AUS,Australia,AUS
JAPE,2008,45,1,718,Daniel,,Haydon,Daniel Haydon,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2009,46,1,718,Daniel,,Haydon,Daniel Haydon,Associate.Editor,SE,NA,NA,Glasgow,NA,UK,GBR,UK,GBR
JAPE,1993,30,1,722,David,A,Hill,David A Hill,Review.Board,SE,NA,NA,Thetford,NA,UK,GBR,UK,GBR
JAPE,1994,31,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1995,32,1,722,David,A,Hill,David A Hill,Review.Board,SE,NA,NA,Cambridge,NA,UK,GBR,UK,GBR
JAPE,1996,33,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1997,34,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,722,David,A,Hill,David A Hill,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2011,48,1,727,Danny,,Hooftman,Danny Hooftman,Associate.Editor,SE, Centre for Ecology and Hydrology,NA,Wallingford,NA,UK,GBR,UK,GBR
JAPE,2012,49,1,727,Danny,,Hooftman,Danny Hooftman,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2013,50,1,727,Danny,,Hooftman,Danny Hooftman,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2014,51,1,727,Danny,,Hooftman,Danny Hooftman,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,727,Danny,,Hooftman,Danny Hooftman,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2007,44,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,NA,NA,Nijmegen,NA,The Netherlands,NLD,The Netherlands,NLD
JAPE,2008,45,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2009,46,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2010,47,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE, Wageningen University,NA,NA,NA,The Netherlands,NLD,The Netherlands,NLD
JAPE,2011,48,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2012,49,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2013,50,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2014,51,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2015,52,1,747,David,,Kleijn,David Kleijn,Associate.Editor,SE,,,,,The Netherlands,NLD,The Netherlands,NLD
JAPE,2010,47,1,755,Doug,,Landis,Doug Landis,Associate.Editor,SE, Michigan State University,NA,NA,NA,USA,USA,USA,USA
JAPE,2011,48,1,755,Doug,,Landis,Doug Landis,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,2012,49,1,755,Doug,,Landis,Doug Landis,Associate.Editor,SE, Michigan State University,NA,NA,NA,USA,USA,USA,USA
JAPE,2013,50,1,755,Doug,,Landis,Doug Landis,Associate.Editor,SE,,,,,USA,USA,USA,USA
JAPE,1996,33,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,NA,NA,Auchincruive,NA,UK,GBR,UK,GBR
JAPE,1997,34,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1998,35,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1999,36,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2000,37,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2001,38,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2002,39,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2003,40,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2004,41,1,785,David,I,McCracken,David I McCracken,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,2005,42,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2006,43,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2007,44,1,785,David,I,McCracken,David I McCracken,Editor,AE, Scottish Agricultural College,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2008,45,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2009,46,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2010,47,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2011,48,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2012,49,1,785,David,I,McCracken,David I McCracken,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2006,43,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,NA,NA,Edinburgh,NA,UK,GBR,UK,GBR
JAPE,2007,44,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2008,45,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2009,46,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2010,47,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE, Scottish Natural Heritage,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2011,48,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2012,49,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2013,50,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE, Scottish Natural Heritage,NA,NA,NA,UK,GBR,UK,GBR
JAPE,2014,51,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,2015,52,1,890,Des,,Thompson,Des Thompson,Associate.Editor,SE,,,,,UK,GBR,UK,GBR
JAPE,1988,25,1,910,David,,Welch,David Welch,Review.Board,SE,,,,,UK,GBR,UK,GBR
JAPE,1989,26,1,910,David,,Welch,David Welch,Review.Board,SE,,,,,UK,GBR,UK,GBR
