JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,Inst_Prior_Class,INST,UNIT,CITY,STATE,COUNTRY,geo.code
PLANTECOL,2013,214,1,705,David,C,Glenn-Lewin,David C Glenn-Lewin,Advisory.Board,AE,,,,,,United States,USA
PLANTECOL,2013,214,1,3341,Santiago,C,Gonzales-Martinez,Santiago C Gonzales-Martinez,Editorial.Board,SE,USDA Forest Service,,,,,United States,USA
PLANTECOL,2013,214,1,2014,Karen,,Harper,Karen Harper,Editorial.Board,SE,,Dalhousie University,,Halifax,Nova Scotia,Canada,CAN
PLANTECOL,2013,214,1,3359,Steven,,Higgins,Steven Higgins,Editorial.Board,SE,,,,,,Germany,DEU
PLANTECOL,2013,214,1,3566,Tadaki,,Hirose,Tadaki Hirose,Advisory.Board,AE,,Tokyo University of Agriculture,,Tokyo,,Japan,JPN
PLANTECOL,2013,214,1,2419,Michael,J,Hutchings,Michael J Hutchings,Advisory.Board,AE,,,,,,UK,GBR
PLANTECOL,2013,214,1,3835,Yoh,,Iwasa,Yoh Iwasa,Advisory.Board,AE,,,,,,Japan,JPN
PLANTECOL,2013,214,1,3366,Shayne,M,Jacobs,Shayne M Jacobs,Editorial.Board,SE,Stellenbosch University,,,,,South Africa,ZAF
PLANTECOL,2013,214,1,3382,Siegy,,Krauss,Siegy Krauss,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2013,214,1,1687,John,A,Kupfer,John A Kupfer,Editorial.Board,SE,University of South Carolina,,,,,United States,USA
PLANTECOL,2013,214,1,2853,Philip,Green,Ladd,Philip Green Ladd,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2013,214,1,3919,Mike,J,Lawes,Mike J Lawes,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2013,214,1,2857,Pierre,,Legendre,Pierre Legendre,Advisory.Board,AE,,,,,,Canada,CAN
PLANTECOL,2013,214,1,515,Christopher,H,Lusk,Christopher H Lusk,Editorial.Board,SE,,The University of Waikato,,Hamilton,,New Zealand,NZL
PLANTECOL,2013,214,1,1746,Joy,N,Mast,Joy N Mast,Editorial.Board,SE,Carthage College,,,,,United States,USA
PLANTECOL,2013,214,1,3405,Scott,J,Meiners,Scott J Meiners,Editorial.Board,SE,Eastern Illinois University,,,,,United States,USA
PLANTECOL,2013,214,1,1762,Joseph,P,Messina,Joseph P Messina,Editorial.Board,SE,,Michigan State University,,Lansing,Michigan,United States,USA
PLANTECOL,2013,214,1,2868,Peter,R,Minchin,Peter R Minchin,Editorial.Board,SE,Southern Illinois University,,,,,United States,USA
PLANTECOL,2013,214,1,2213,Laszlo,,Nagy,Laszlo Nagy,Editorial.Board,SE,,,,,,UK,GBR
PLANTECOL,2013,214,1,1410,Isabelle,,Oliveri,Isabelle Oliveri,Editorial.Board,SE,,,,,,France,FRA
PLANTECOL,2013,214,1,2217,Linda,S,Olsvig-Whittaker,Linda S Olsvig-Whittaker,Editorial.Board,SE,Israel Nature and National Parks Protection Authority,,,,,Israel,ISR
PLANTECOL,2013,214,1,3181,Rebecca,,Ostertag,Rebecca Ostertag,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2013,214,1,3694,Victor,,Parra-Tabla,Victor Parra-Tabla,Editorial.Board,SE,,,,,,Mexico,MEX
PLANTECOL,2013,214,1,3431,Serge,,Payette,Serge Payette,Editorial.Board,SE,,,,,,Canada,CAN
PLANTECOL,2013,214,1,1243,George,,Perry,George Perry,Editorial.Board,SE,,,,,,New Zealand,NZL
PLANTECOL,2013,214,1,3624,Thijs,L,Pons,Thijs L Pons,Editorial.Board,SE,Utrecht University,,,,,The Netherlands,NLD
PLANTECOL,2013,214,1,1818,Jodi,N,Price,Jodi N Price,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2013,214,1,2900,Palayanoor,S,Ramakrishnan,Palayanoor S Ramakrishnan,Advisory.Board,AE,Jawaharial Nehru University,,,,,India,IND
PLANTECOL,2013,214,1,2230,Lesley,,Rigg,Lesley Rigg,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2013,214,1,3790,William,E,Rogers,William E Rogers,Editorial.Board,SE,Texas A&M University,,,,,United States,USA
PLANTECOL,2013,214,1,3941,Satoki,,Sakai,Satoki Sakai,Editorial.Board,SE,,,,,,Japan,JPN
PLANTECOL,2013,214,1,2081,Katja,,Schiffers,Katja Schiffers,Editorial.Board,SE,,,,,,France,FRA
PLANTECOL,2013,214,1,1261,Glenn,H,Stewart,Glenn H Stewart,Editorial.Board,SE,Lincoln University,,,,,New Zealand,NZL
PLANTECOL,2013,214,1,371,Benjamin,L,Turner,Benjamin L Turner,Editorial.Board,SE,Smithsonian Tropical Research Institute,,,,,Panama,PAN
PLANTECOL,2013,214,1,1272,Glenda,M,Wardle,Glenda M Wardle,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2013,214,1,374,Barry,,Warner,Barry Warner,Editorial.Board,SE,,,,,,Canada,CAN
PLANTECOL,2013,214,1,2604,Marinus,JA,Werger,Marinus JA Werger,Advisory.Board,AE,,,,,,Netherlands,NLD
PLANTECOL,2013,214,1,1043,Edward,TF,Witkowski,Edward TF Witkowski,Editorial.Board,SE,University of the Witwatersrand,,,,,South Africa,ZAF
PLANTECOL,2013,214,1,2117,Kathryn,,Yurkonis,Kathryn Yurkonis,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,3510,Thomas,,Abeli,Thomas Abeli,Editorial.Board,SE,,University of Pavia,,Pavia,,Italy,ITA
PLANTECOL,2014,215,1,2128,Lori,A,Biederman,Lori A Biederman,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,23,Anne,,Bonis,Anne Bonis,Editorial.Board,SE,,,,,,France,FRA
PLANTECOL,2014,215,1,3825,Xiaofeng,,Cao,Xiaofeng Cao,Editorial.Board,SE,,,,,,China,CHN
PLANTECOL,2014,215,1,3041,Rodolfo,,Dirzo,Rodolfo Dirzo,Advisory.Board,AE,,,,,,Mexico,MEX
PLANTECOL,2014,215,1,2642,Neil,J,Enright,Neil J Enright,EIC,EIC,Murdoch University,,,,,Australia,AUS
PLANTECOL,2014,215,1,1573,Jennifer,,Firn,Jennifer Firn,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,78,Anthony,M,Fowler,Anthony M Fowler,Editorial.Board,SE,,,,,,New Zealand,NZL
PLANTECOL,2014,215,1,2149,Lauchlan,,Fraser,Lauchlan Fraser,Editorial.Board,SE,,,,,,Canada,CAN
PLANTECOL,2014,215,1,3064,Ray,,Froend,Ray Froend,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,3341,Santiago,C,Gonzales-Martinez,Santiago C Gonzales-Martinez,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,2014,Karen,,Harper,Karen Harper,Editorial.Board,SE,,,,,,Canada,CAN
PLANTECOL,2014,215,1,3566,Tadaki,,Hirose,Tadaki Hirose,Advisory.Board,AE,,,,,,Japan,JPN
PLANTECOL,2014,215,1,2419,Michael,J,Hutchings,Michael J Hutchings,Advisory.Board,AE,,,,,,UK,GBR
PLANTECOL,2014,215,1,3835,Yoh,,Iwasa,Yoh Iwasa,Advisory.Board,AE,,,,,,Japan,JPN
PLANTECOL,2014,215,1,3366,Shayne,M,Jacobs,Shayne M Jacobs,Editorial.Board,SE,,,,,,South Africa,ZAF
PLANTECOL,2014,215,1,1214,Gavin,,Kernaghan,Gavin Kernaghan,Editorial.Board,SE,,Mount St. Vicent Unviersity ,,Halifaz,Nova Scotia,Canada,CAN
PLANTECOL,2014,215,1,3382,Siegy,,Krauss,Siegy Krauss,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,1687,John,A,Kupfer,John A Kupfer,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,2853,Philip,Green,Ladd,Philip Green Ladd,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,3919,Mike,J,Lawes,Mike J Lawes,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,2857,Pierre,,Legendre,Pierre Legendre,Advisory.Board,AE,,,,,,Canada,CAN
PLANTECOL,2014,215,1,515,Christopher,H,Lusk,Christopher H Lusk,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,1746,Joy,N,Mast,Joy N Mast,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,3405,Scott,J,Meiners,Scott J Meiners,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,1762,Joseph,P,Messina,Joseph P Messina,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,1769,James,,Millington,James Millington,Editorial.Board,SE,,King's College London,,London,,UK,GBR
PLANTECOL,2014,215,1,2868,Peter,R,Minchin,Peter R Minchin,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,2496,Martin,,Nunez,Martin Nunez,Reviews.Editor,SPECIAL,,INIBIOMA,Laboratorio Ecotono,Bariloche,Rio Negro,Argentina,ARG
PLANTECOL,2014,215,1,1410,Isabelle,,Oliveri,Isabelle Oliveri,Editorial.Board,SE,,,,,,France,FRA
PLANTECOL,2014,215,1,3181,Rebecca,,Ostertag,Rebecca Ostertag,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,1243,George,,Perry,George Perry,Editorial.Board,SE,,,,,,New Zealand,NZL
PLANTECOL,2014,215,1,3624,Thijs,L,Pons,Thijs L Pons,Editorial.Board,SE,,,,,,The Netherlands,NLD
PLANTECOL,2014,215,1,1818,Jodi,N,Price,Jodi N Price,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,2900,Palayanoor,S,Ramakrishnan,Palayanoor S Ramakrishnan,Advisory.Board,AE,,,,,,India,IND
PLANTECOL,2014,215,1,2901,Paul,,Ramsay,Paul Ramsay,Editorial.Board,SE,,Plymouth University,,Plymouth,,UK,GBR
PLANTECOL,2014,215,1,2230,Lesley,,Rigg,Lesley Rigg,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,561,Chrsitian,,Rixen,Chrsitian Rixen,Editorial.Board,SE,,WSL Institute for Snow and Avalanche Research SFL,,Davos,,Switzerland,CHE
PLANTECOL,2014,215,1,3790,William,E,Rogers,William E Rogers,Editorial.Board,SE,,,,,,United States,USA
PLANTECOL,2014,215,1,2080,Katinka,,Ruthrof,Katinka Ruthrof,Editorial.Board,SE,,Murdoch University,,Murdoch,Western Australia,Australia,AUS
PLANTECOL,2014,215,1,3941,Satoki,,Sakai,Satoki Sakai,Editorial.Board,SE,,,,,,Japan,JPN
PLANTECOL,2014,215,1,1261,Glenn,H,Stewart,Glenn H Stewart,Editorial.Board,SE,,,,,,New Zealand,NZL
PLANTECOL,2014,215,1,371,Benjamin,L,Turner,Benjamin L Turner,Editorial.Board,SE,,,,,,Panama,PAN
PLANTECOL,2014,215,1,1272,Glenda,M,Wardle,Glenda M Wardle,Editorial.Board,SE,,,,,,Australia,AUS
PLANTECOL,2014,215,1,374,Barry,,Warner,Barry Warner,Editorial.Board,SE,,,,,,Canada,CAN
PLANTECOL,2014,215,1,2604,Marinus,JA,Werger,Marinus JA Werger,Advisory.Board,AE,,,,,,Netherlands,NLD
PLANTECOL,2014,215,1,1043,Edward,TF,Witkowski,Edward TF Witkowski,Editorial.Board,SE,,,,,,South Africa,ZAF
PLANTECOL,2014,215,1,2117,Kathryn,,Yurkonis,Kathryn Yurkonis,Editorial.Board,SE,,,,,,United States,USA
